ID,Date Created,Number of Likes,Tweet,Sentiment,sentimentP,sentiment_class,Sentiment_Score,bert_sentiment,Sentiment_transformer
1,2022-11-21 22:37:33+00:00,5,The first female referee at a Men’s World Cup is from Philly. Tough 🔥,LABEL_1,-0.128,Negative,0.9392529726028442,POSITIVE,LABEL_1
2,2022-11-21 22:12:57+00:00,1,"North Korea will host the World Cup in 2030. Winning against North Korea is not allowed. The Great Leader will be the referee in every game. Wearing the 'love' bracelet will be a capital crime. 
#WorldCup2022 #NorthKorea
#Bracelet #FIFAWorldCup   
#FIFAWorldCup2022 #onelove",LABEL_0,-0.5258,Negative,0.9560474753379822,NEGATIVE,LABEL_0
3,2022-11-21 22:07:05+00:00,7,"If you're wondering why there has been so much stoppage time at the World Cup, check out the latest episode of Gab and Jules Meets with @Marcotti and @LaurensJulien, where they interviewed former referee and Chairman of the FIFA Referees Committee, Pierluigi Collina (34:54)",LABEL_1,0.0,Neutral,0.8992534279823303,POSITIVE,LABEL_1
4,2022-11-21 21:48:16+00:00,1,"NFL referee: “We will scrutinize every angle of tape to determine whether the player’s left pinky fingernail broke the plane of the end zone.”

World Cup referee: “Did anyone keep track of how much stoppage time we should add? I dunno, does 5 minutes sound good?”",LABEL_1,-0.4871,Negative,0.9988399147987366,NEGATIVE,LABEL_1
5,2022-11-21 21:38:01+00:00,0,"Possibly imagining it, but feel like there are fewer caustic player/referee interactions at the World Cup compared to e.g. EPL.  Is this just because they don't know the refs as well? Or because stakes are lower (!) in some sense?",LABEL_1,0.5792,Positive,0.9994478821754456,NEGATIVE,LABEL_1
6,2022-11-21 21:30:59+00:00,16,"I’d love it if one of the footballers at the World Cup actually did wear a ‘one love’ armband, and when the referee put his hand in his pocket to get a yellow card, he just pulled out a handful of glitter and flamboyantly threw it in a big arch over himself while pirouetting.",LABEL_1,0.8126,Positive,0.8153629302978516,NEGATIVE,LABEL_1
7,2022-11-21 21:27:15+00:00,0,"Fox Sports spent $500M to have US broadcasting rights for the 2022 FIFA World Cup

For a country that barely enjoys the sport, the first game to ending in a draw, and ample criticism of favoritism by the referee it’s a critical hit for viewership, and ad sales $FOX

@JPMorinChase",LABEL_0,-0.1263,Negative,0.9988231062889099,NEGATIVE,LABEL_0
8,2022-11-21 21:21:17+00:00,32,World Cup matches are set to last up to 100 MINUTES to cut down on time wasting... with referee chief Pierluigi Collina insisting that only having the ball in play for less than 45 minutes is 'unacceptable'.,LABEL_0,0.0772,Positive,0.9975125789642334,NEGATIVE,LABEL_0
9,2022-11-21 21:14:52+00:00,1172,"They always experiment with these changes in the World Cup before rolling them out in the leagues.  

First it was the referee white spray, then came the VAR, which was followed by the 5 substitutions. Now we have a standard 10 minute injury added time. 

It's a pattern.",LABEL_1,-0.4215,Negative,0.9537574052810669,NEGATIVE,LABEL_1
10,2022-11-21 21:14:19+00:00,0,"Full-time: 

#USMNT 1
#WAL 1

A tale of two halfs were the USMNT was more dominant in the first and Wales dominated in the second. Also this referee crew put on the most Concacfiest referring performance in the history of the World Cup it was bad! 

#FIFAWorldCup #Qatar2022",LABEL_0,-0.5848,Negative,0.9948859810829163,NEGATIVE,LABEL_0
11,2022-11-21 21:08:31+00:00,2,USA -Wales World Cup. This referee was consistently bad. Unbelievable yellow cards for both sides. Then  9 minute stoppage time added to the end of the second half. Never saw anything like it. FIFA should send this official home.,LABEL_0,-0.5873,Negative,0.9976527094841003,NEGATIVE,LABEL_0
12,2022-11-21 21:06:46+00:00,15,I gotta stay off Twitter for the rest of the World Cup so people don’t come to me for referee decision or opinions,LABEL_0,0.0,Neutral,0.9983239769935608,NEGATIVE,LABEL_0
13,2022-11-21 21:04:46+00:00,0,The referee for the US Wales world cup match was awful. Seemed he'd never call anything of substance against Wales which let them continue to tackle haphazardly. Easily should have been 3 more yellows on Wales,LABEL_0,-0.1531,Negative,0.9993941783905029,NEGATIVE,LABEL_0
14,2022-11-21 21:04:03+00:00,0,Imagine being a bad referee in the World Cup.,LABEL_0,-0.5423,Negative,0.9993959665298462,NEGATIVE,LABEL_0
15,2022-11-21 21:03:49+00:00,2,"Referee for that USA vs Wales game sus AF. lot of inconsistencies in the calls, way more than a minute and half wasted in stoppage time. Qatar world cup continues to be bullshit",LABEL_0,-0.7906,Negative,0.9987788796424866,NEGATIVE,LABEL_0
16,2022-11-21 21:03:38+00:00,14,"Tyler Adams was the best player on the pitch today. Stopped so many attacks. 

Really disappointing draw after that first half. Wales did not deserve a point. 

This referee is a disgrace. He should never ref another World Cup game again.",LABEL_0,-0.763,Negative,0.997711181640625,NEGATIVE,LABEL_0
17,2022-11-21 21:03:36+00:00,0,"Atrocious referee, no idea how he got assigned to the World Cup.",LABEL_0,-0.296,Negative,0.9996851682662964,NEGATIVE,LABEL_0
18,2022-11-21 21:03:25+00:00,0,World Cup is garbage. This referee team had it out for us from the very beginning. Even the announcers were saying it.,LABEL_0,0.0,Neutral,0.9997637867927551,NEGATIVE,LABEL_0
19,2022-11-21 21:03:10+00:00,3,One of the worst referee jobs I've had the displeasure of watching in a world cup game in a long time. That ref should not be allowed to continue on. Such a clear bias towards the welsh team. #USAWAL,LABEL_0,-0.4404,Negative,0.9997032284736633,NEGATIVE,LABEL_0
20,2022-11-21 21:03:06+00:00,1,"The World Cup has returned, and I can’t decide what’s worse: (a) the constant complaints about the head referee, or (b) people comparing soccer things to other things in American sports",LABEL_0,-0.7003,Negative,0.9997144341468811,NEGATIVE,LABEL_0
21,2022-11-21 21:02:50+00:00,0,"I know it's the oldest trope in the book, but that ref was not up to the level of what a World Cup referee should be #FIFAWorldCup #USMNT #USAvWAL #USA",LABEL_0,0.0,Neutral,0.9982773065567017,NEGATIVE,LABEL_0
22,2022-11-21 21:01:58+00:00,0,"Team #USA simply didn’t have the legs to keep up with #Wal toward the end of the second half. Hit the panic button, gave away a penalty and couldn’t string the final pass together after 70mins. Also, the referee…..🤒 

Physios are gonna be busy this World Cup…#extratime",LABEL_0,-0.743,Negative,0.9978014826774597,NEGATIVE,LABEL_0
23,2022-11-21 21:01:47+00:00,3,I thought that referee lived up to the standards set by FIFA's Qatar world cup.,LABEL_2,0.0,Neutral,0.9674562215805054,POSITIVE,LABEL_2
24,2022-11-21 21:01:30+00:00,0,That referee should be fired from the rest of the World Cup,LABEL_0,-0.5574,Negative,0.9994069337844849,NEGATIVE,LABEL_0
25,2022-11-21 21:00:49+00:00,4,"Things we know about #Qatar:
• Should not HOST a World Cup
• Should not PLAY in a World Cup
And now -
• Should not REFEREE a World Cup.
#USMNT #USAvWAL",LABEL_0,-0.3774,Negative,0.9969948530197144,NEGATIVE,LABEL_0
26,2022-11-21 21:00:18+00:00,152,I think that at one of the World Cup games the referee will add so much that I will have time to fly to Qatar and watch the game until the end,LABEL_2,0.0,Neutral,0.7994734644889832,POSITIVE,LABEL_2
27,2022-11-21 21:00:10+00:00,0,it’s unbelievable how inconsistent a World Cup referee  is #WorldCup #USAvWAL #USA,LABEL_0,0.2023,Positive,0.9988183379173279,NEGATIVE,LABEL_0
28,2022-11-21 21:00:07+00:00,5,"""How much time is left? Only our referee knows for sure."" I like the World Cup, but the fact that an announcer says that in such a major event will never make sense to me.",LABEL_0,0.1901,Positive,0.9995759129524231,NEGATIVE,LABEL_0
29,2022-11-21 20:58:53+00:00,2,This has to be the most bias referee to ever call a game in the World Cup,LABEL_0,-0.1761,Negative,0.9794531464576721,NEGATIVE,LABEL_0
30,2022-11-21 20:58:13+00:00,1,"What’s with the extra time at this World Cup? 

Or the infallible VAR referee? 

They must have added these features when they removed all the rampant corruption. Transparency above all, right?

Do you guys enjoy this?",LABEL_0,0.6322,Positive,0.9874349236488342,POSITIVE,LABEL_0
31,2022-11-21 20:56:51+00:00,9,This referee performance is as suspect as this World Cup. @FIFAWorldCup #USMNT #FIFAWorldCup,LABEL_0,-0.296,Negative,0.9925594329833984,NEGATIVE,LABEL_0
32,2022-11-21 20:55:19+00:00,1,The additional minutes in this World Cup's games need to be discussed. Ah ah! Because what is the Referee doing adding 9 minutes in this USA vs Wales game? 9 minutes!!! Did some player hang themselves on the pitch?,LABEL_0,0.0,Neutral,0.9980407357215881,NEGATIVE,LABEL_0
33,2022-11-21 20:54:56+00:00,16,Should be the last time a referee from the Qatari league ever gets a World Cup game.,LABEL_1,0.0,Neutral,0.9854927659034729,NEGATIVE,LABEL_1
